1/06/22,0.08%
1/07/22,0.08%
1/10/22,0.08%
1/11/22,0.08%
1/12/22,0.08%
1/13/22,0.08%
1/14/22,0.08%
1/18/22,0.08%
1/19/22,0.08%
1/20/22,0.08%
1/21/22,0.08%
1/24/22,0.08%
1/25/22,0.08%
1/26/22,0.08%
1/27/22,0.08%
1/28/22,0.08%
1/31/22,0.08%
2/01/22,0.08%
2/02/22,0.08%
2/03/22,0.08%
2/04/22,0.08%
2/07/22,0.08%
2/08/22,0.08%
2/09/22,0.08%
2/10/22,0.08%
2/11/22,0.08%
2/14/22,0.08%
2/15/22,0.08%
2/16/22,0.08%
2/17/22,0.08%
2/18/22,0.08%
2/22/22,0.08%
2/23/22,0.08%
2/24/22,0.08%
2/25/22,0.08%
2/28/22,0.08%
3/01/22,0.08%
3/02/22,0.08%
3/03/22,0.08%
3/04/22,0.08%
3/07/22,0.08%
3/08/22,0.08%
3/09/22,0.08%
3/10/22,0.08%
3/11/22,0.08%
3/14/22,0.08%
3/15/22,0.08%
3/16/22,0.08%
3/17/22,0.33%
3/18/22,0.33%
3/21/22,0.33%
3/22/22,0.33%
3/23/22,0.33%
3/24/22,0.33%
3/25/22,0.33%
3/28/22,0.33%
3/29/22,0.33%
3/30/22,0.33%
3/31/22,0.33%
4/01/22,0.33%
4/04/22,0.33%
4/05/22,0.33%
4/06/22,0.33%
4/07/22,0.33%
4/08/22,0.33%
4/11/22,0.33%
4/12/22,0.33%
4/13/22,0.33%
4/14/22,0.33%
4/18/22,0.33%
4/19/22,0.33%
4/20/22,0.33%
4/21/22,0.33%
4/22/22,0.33%
4/25/22,0.33%
4/26/22,0.33%
4/27/22,0.33%
4/28/22,0.33%
4/29/22,0.33%
5/02/22,0.33%
5/03/22,0.33%
5/04/22,0.33%
5/05/22,0.83%
5/06/22,0.83%
5/09/22,0.83%
5/10/22,0.83%
5/11/22,0.83%
5/12/22,0.83%
5/13/22,0.83%
5/16/22,0.83%
5/17/22,0.83%
5/18/22,0.83%
5/19/22,0.83%
5/20/22,0.83%
5/23/22,0.83%
5/24/22,0.83%
5/25/22,0.83%
5/26/22,0.83%
5/27/22,0.83%
5/31/22,0.83%
6/01/22,0.83%
6/02/22,0.83%
6/03/22,0.83%
6/06/22,0.83%
6/07/22,0.83%
6/08/22,0.83%
6/09/22,0.83%
6/10/22,0.83%
6/13/22,0.83%
6/14/22,0.83%
6/15/22,0.83%
6/16/22,1.58%
6/17/22,1.58%
6/21/22,1.58%
6/22/22,1.58%
6/23/22,1.58%
6/24/22,1.58%
6/27/22,1.58%
6/28/22,1.58%
6/29/22,1.58%
6/30/22,1.58%
7/01/22,1.58%
7/05/22,1.58%
7/06/22,1.58%
7/07/22,1.58%
7/08/22,1.58%
7/11/22,1.58%
7/12/22,1.58%
7/13/22,1.58%
7/14/22,1.58%
7/15/22,1.58%
7/18/22,1.58%
7/19/22,1.58%
7/20/22,1.58%
7/21/22,1.58%
7/22/22,1.58%
7/25/22,1.58%
7/26/22,1.58%
7/27/22,1.58%
7/28/22,2.33%
7/29/22,2.32%
8/01/22,2.33%
8/02/22,2.33%
8/03/22,2.33%
8/04/22,2.33%
8/05/22,2.33%
8/08/22,2.33%
8/09/22,2.33%
8/10/22,2.33%
8/11/22,2.33%
8/12/22,2.33%
8/15/22,2.33%
8/16/22,2.33%
8/17/22,2.33%
8/18/22,2.33%
8/19/22,2.33%
8/22/22,2.33%
8/23/22,2.33%
8/24/22,2.33%
8/25/22,2.33%
8/26/22,2.33%
8/29/22,2.33%
8/30/22,2.33%
8/31/22,2.33%
9/01/22,2.33%
9/02/22,2.33%
9/06/22,2.33%
9/07/22,2.33%
9/08/22,2.33%
9/09/22,2.33%
9/12/22,2.33%
9/13/22,2.33%
9/14/22,2.33%
9/15/22,2.33%
9/16/22,2.33%
9/19/22,2.33%
9/20/22,2.33%
9/21/22,2.33%
9/22/22,3.08%
9/23/22,3.08%
9/26/22,3.08%
9/27/22,3.08%
9/28/22,3.08%
9/29/22,3.08%
9/30/22,3.08%
10/03/22,3.08%
10/04/22,3.08%
10/05/22,3.08%
10/06/22,3.08%
10/07/22,3.08%
10/10/22,3.08%
10/11/22,3.08%
10/12/22,3.08%
10/13/22,3.08%
10/14/22,3.08%
10/17/22,3.08%
10/18/22,3.08%
10/19/22,3.08%
10/20/22,3.08%
10/21/22,3.08%
10/24/22,3.08%
10/25/22,3.08%
10/26/22,3.08%
10/27/22,3.08%
10/28/22,3.08%
10/31/22,3.08%
11/01/22,3.08%
11/02/22,3.08%
11/03/22,3.83%
11/04/22,3.83%
11/07/22,3.83%
11/08/22,3.83%
11/09/22,3.83%
11/10/22,3.83%
11/11/22,3.83%
11/14/22,3.83%
11/15/22,3.83%
11/16/22,3.83%
11/17/22,3.83%
11/18/22,3.83%
11/21/22,3.83%
11/22/22,3.83%
11/23/22,3.83%
11/25/22,3.83%
11/28/22,3.83%
11/29/22,3.83%
11/30/22,3.83%
12/01/22,3.83%
12/02/22,3.83%
12/05/22,3.83%
12/06/22,3.83%
12/07/22,3.83%
12/08/22,3.83%
12/09/22,3.83%
12/12/22,3.83%
12/13/22,3.83%
12/14/22,3.83%
12/15/22,4.33%
12/16/22,4.33%
12/19/22,4.33%
12/20/22,4.33%
12/21/22,4.33%
12/22/22,4.33%
12/23/22,4.33%
12/27/22,4.33%
12/28/22,43300.00%
12/29/22,4.33%
12/30/22,4.33%
1/03/23,4.33%
1/04/23,4.33%
1/05/23,4.33%
1/06/23,4.33%
1/09/23,4.33%
1/10/23,4.33%
1/11/23,4.33%
1/12/23,4.33%
1/13/23,4.33%
1/17/23,4.33%
1/18/23,4.33%
1/19/23,4.33%
1/20/23,4.33%
1/23/23,4.33%
1/24/23,4.33%
1/25/23,4.33%
1/26/23,4.33%
1/27/23,4.33%
1/30/23,4.33%
1/31/23,4.33%
2/01/23,4.33%
2/02/23,4.58%
2/03/23,4.58%
2/06/23,4.58%
2/07/23,4.58%
2/08/23,4.58%
2/09/23,4.57%
2/10/23,4.58%
2/13/23,4.58%
2/14/23,4.58%
2/15/23,4.58%
2/16/23,4.58%
2/17/23,4.58%
2/21/23,4.58%
2/22/23,4.58%
2/23/23,4.58%
2/24/23,4.58%
2/27/23,4.57%
2/28/23,4.57%
3/01/23,4.58%
3/02/23,4.57%
3/03/23,4.57%
3/06/23,4.57%
3/07/23,4.57%
3/08/23,4.57%
3/09/23,4.57%
3/10/23,4.57%
3/13/23,4.58%
3/14/23,4.58%
3/15/23,4.58%
3/16/23,4.58%
3/17/23,4.58%
3/20/23,4.58%
3/21/23,4.58%
3/22/23,4.58%
3/23/23,4.83%
3/24/23,4.83%
3/27/23,4.83%
3/28/23,4.83%
3/29/23,4.83%
3/30/23,4.83%
